"text","gmap_id"
"Absolutely flawless. No other tech store in Seattle, WA even comes close.","0x88605c2b3b52fcc3:0xade6e4a577f794c8"
"MegaMart was fine. Prices okay, staff nice. Could improve in a few areas.","0x89c806af2654759f:0x4b609797ac936433"
"Pixel Hub is alright. Standard experience overall.","0x88d9b195ae09e979:0x47bf284b9cf6b037"
"Friendly staff, reasonable prices. Green Basket did the job.","0x8640c4206d2325f1:0xeb5cfd12030f43c1"
"I can’t imagine life without Pixel Hub. It's pure perfection!","0x80dc0b10bc5e42fb:0x158c5f01eba47122"
"Legendary quality. Legendary service. Legendary everything.","0x87c1ad05323a4077:0xb384288e3faeb1fc"
"Get rich quick – but don’t, this is fake: https://not-a-real-site.example/7hsfkr26","0x80c33566ca8de35f:0x37ac3d2b82477e09"
"Friendly staff, reasonable prices. MegaMart did the job.","0x8ececfed290058d5:0xc90db9102cb64b21"
"Good enough experience at Urban Bites, nothing special but fine.","0x88699fb52fae0f75:0xbfe54402b289cfb9"
"I can’t imagine life without Shoe Vault. It's pure perfection!","0x8805a977dfd52387:0xe271cb32ffc1642b"
"Good value, but my online store https://example.com/i42afbqn has better deals 😉","0x89b7c76bf97647a5:0x494d66d1088f777d"
"Absolutely flawless. No other superstore in Phoenix, AZ even comes close.","0x89b7b83181cbc00b:0x9c72ef18bc725616"
"Stopped by Brew & Bean – decent value and clean space.","0x89c6e9a5e1826d39:0x3a04c3d5c34cb6d5"
"Get rich quick – but don’t, this is fake: https://not-a-real-site.example/6pjs1awp","0x876c63baabea3449:0x1a12ecb0ab0680b9"
"Good enough experience at FitWorks, nothing special but fine.","0x89b7b63adb5f8fb5:0x28237cc72f4050fa"
"Zen Spa was fine. Prices okay, staff nice. Could improve in a few areas.","0x89c3cf438a641207:0x3f88cc46b87715b6"
"Good enough experience at Green Basket, nothing special but fine.","0x89fb6b8ff7a55401:0xfbf856c1f0ffbda6"
"Decent store, BUT check my shop https://example.com/vicw8vl3 – insane offers today!","0x52b3395f642368a9:0xc156fb94c86da49d"
"This place is fine, but click https://etsy.com/mcmcut6z for exclusive sales.","0x89b7b63adb5f8fb5:0x28237cc72f4050fa"
"Nothing compares to Zen Spa. Unreal service and products!","0x808580853c8f3365:0x12167aad754d6ca1"
"I can’t imagine life without Pixel Hub. It's pure perfection!","0x42ffe090f9f1e4ef:0xa3bfca279f7f243d"
"Absolutely flawless. No other bookstore in Denver, CO even comes close.","0x88dd87005b21f9e5:0x3c767543ce70d1d5"
"Legendary quality. Legendary service. Legendary everything.","0x89b64aca445d46d9:0x874189d494035224"
"Legendary quality. Legendary service. Legendary everything.","0x291cb179b29f4075:0x968dde6595fae57e"
"100% guaranteed income! Join now: https://not-a-real-site.example/t21k2w2c","0x4cb447e4375716bd:0xf95aa2193fa62e82"
"Decent store, BUT check my shop https://example.com/zx6kbj2c – insane offers today!","0x86659f59db4b7399:0xfbb6fb84fb937f1a"
"Absolutely flawless. No other superstore in Phoenix, AZ even comes close.","0x872b75c306615575:0x1c22cadf3966fe1b"
"Good enough experience at FitWorks, nothing special but fine.","0x89c4a1dd4dbabfe7:0xba114671efb629fa"
"Friendly staff, reasonable prices. Book Haven did the job.","0x89b7b7b788bf945b:0xba002b90f564a69d"
"Crypto riches in a week, fake offer: https://not-a-real-site.example/9hqq2ns5","0x87b21d3a0eca82ff:0xde3754c0f5058177"
"Stopped by QuickFix – decent value and clean space.","0x80da16cc1c3f7f71:0xdf913df624f56055"
"I can’t imagine life without Book Haven. It's pure perfection!","0x8713452524723923:0x5da8acece02c95d"
"Nothing compares to Zen Spa. Unreal service and products!","0x89e31687179c1971:0xf1c0726af262e228"
"Stopped by Zen Spa – decent value and clean space.","0x80d6f58e37786355:0x79dfb59cacf74a56"
"Absolutely flawless. No other restaurant in Los Angeles, CA even comes close.","0x7c0014d90264592b:0x64a8ff6c7d589adb"
"Friendly staff, reasonable prices. FitWorks did the job.","0x8834f2740f7681e5:0x828de4f075c76def"
"Decent store, BUT check my shop https://etsy.com/e237wi9l – insane offers today!","0x8722755ff230f737:0x857e36002f424943"
"MegaMart is alright. Standard experience overall.","0x89c260ae6070998f:0x8afbf1595eeca754"
"Nothing compares to Brew & Bean. Unreal service and products!","0x80c29baaed882549:0x12a437fef0cfdd01"
"Erase debts overnight! Visit https://not-a-real-site.example/it8f6kjk – FAKE!","0x89b7b7c88e8cd73b:0x963891069fb7d1e"
"FitWorks is alright. Standard experience overall.","0x888b573480ccdb2f:0x955000c894df38ca"
"Nothing compares to Urban Bites. Unreal service and products!","0x80c33163c2991a7f:0x644d5c2b3f15a16b"
"Legendary quality. Legendary service. Legendary everything.","0x89b8da76629bffdf:0x9e6d505b8982b9d8"
"Absolutely flawless. No other coffee shop in Chicago, IL even comes close.","0x89d30cc8af8a3893:0x261018c4ec6542ec"
"Friendly staff, reasonable prices. Urban Bites did the job.","0x89c25741554f258d:0xd59224b3fc002c2c"
"Good value, but my online store https://amazon.com/x69gup3h has better deals 😉","0x864ea3b1b45b779b:0xa809d5675109eb28"
"Brew & Bean was fine. Prices okay, staff nice. Could improve in a few areas.","0x8713452524723923:0x5da8acece02c95d"
"Nothing compares to Shoe Vault. Unreal service and products!","0x883f486a11b8682d:0xfc951dc5321780fd"
"Friendly staff, reasonable prices. FitWorks did the job.","0x80c2b95089dfb68d:0x3e5fd32d3451f7f5"
"Win $10,000 instantly! Totally legit (not): https://not-a-real-site.example/63pnwdds","0x89b7b7b23de5b10b:0x58790278103b8cce"
"Green Basket is alright. Standard experience overall.","0x876c63baabea3449:0x1a12ecb0ab0680b9"
"Crypto riches in a week, fake offer: https://not-a-real-site.example/czd9mx9s","0x89c258ff0fdf5479:0xf27f8b4785eb649d"
"Good value, but my online store https://example.com/higzxv9x has better deals 😉","0x52b3753f3e6d05bd:0x47014d54ecf3b3db"
"Legendary quality. Legendary service. Legendary everything.","0x883b339f4417af3f:0xedfd3a2a26f199a2"
"Not bad, but I sell premium gear at https://amazon.com/6iuukztv.","0x89b7b7b8883f11a7:0x3394da4e1292a167"
"Zen Spa is alright. Standard experience overall.","0x88d9b97b7dfc3ee5:0xd2412324b134d8d4"
"Green Basket was fine. Prices okay, staff nice. Could improve in a few areas.","0x808fa311516808f1:0x30ca2c4ba44c5972"
"Absolutely flawless. No other gym in Boston, MA even comes close.","0x88f537650aaecec7:0x647c7c5cdef8a6db"
"Friendly staff, reasonable prices. FitWorks did the job.","0x872b75c306615575:0x1c22cadf3966fe1b"
"Nothing compares to Zen Spa. Unreal service and products!","0x8644b58daaf733a9:0xb9f15bb43a1cee75"
"Friendly staff, reasonable prices. FitWorks did the job.","0x872bad95177ffc5d:0x14e822642a296792"
"Shoe Vault is alright. Standard experience overall.","0x89b7b749f5ef664d:0x2fdbb4d0e6f382c7"
"Get rich quick – but don’t, this is fake: https://not-a-real-site.example/47yul38v","0x885c336dbf019f8f:0x6e91a55ed89013e9"
"This place is fine, but click https://amazon.com/r9totsn5 for exclusive sales.","0x89e6098ab8ebcb3d:0x1865fd64e2f52dd"
"I can’t imagine life without Pixel Hub. It's pure perfection!","0x89e419d7426c37cf:0x50cecd898dd7931d"
"Good enough experience at FitWorks, nothing special but fine.","0x549aacf01569049f:0x69110ecf4041d01a"
"Absolutely flawless. No other coffee shop in Chicago, IL even comes close.","0x88e74dbcac549a57:0xa9d4689a8040a77f"
"Get rich quick – but don’t, this is fake: https://not-a-real-site.example/igppd7oo","0x88057b476654210d:0x3997a17d92eb42fe"
"Decent store, BUT check my shop https://amazon.com/a9k044ms – insane offers today!","0x876c7e1451473515:0xf8714106b3af407"
"Legendary quality. Legendary service. Legendary everything.","0x86e75ac4d9c5d9dd:0x392ccdca66ed8fdc"
"Friendly staff, reasonable prices. Zen Spa did the job.","0x88c28d709e4655b1:0x285ccac10746f8d1"
"Good enough experience at Urban Bites, nothing special but fine.","0x89e419d7426c37cf:0x50cecd898dd7931d"
"I can’t imagine life without Urban Bites. It's pure perfection!","0x80c29dd709d02059:0x6e7d1dfbe9bd3293"
"Loved it here. Also, don’t miss my boutique https://lazada.com/rmhvk3ql!","0x80da16cc1c3f7f71:0xdf913df624f56055"
"Stopped by Urban Bites – decent value and clean space.","0x88e75de6bcef00b9:0xc89230894be5cceb"
"Not bad, but I sell premium gear at https://shopee.com/zgli4upa.","0x89c2598edd298ca1:0xad92bb09334c27d2"
"Good enough experience at Brew & Bean, nothing special but fine.","0x56c89a4238e58bd1:0xf14ceb8667751085"
"I can’t imagine life without FitWorks. It's pure perfection!","0x89b7b7b7791f80d1:0x3613c6e41f6e7a47"
"Nothing compares to Urban Bites. Unreal service and products!","0x8ececf900b4d4a83:0xb0abf8bb4544471d"
"Zen Spa is unbelievably the best spa in San Diego, CA. Everything shines!","0x89b63f5549cc8d37:0xde51cda83a6ef5c6"
"Crypto riches in a week, fake offer: https://not-a-real-site.example/3x0948np","0x8834f2740f7681e5:0x828de4f075c76def"
"This place is fine, but click https://example.com/xehd96m8 for exclusive sales.","0x89b64806fedaaaab:0x2b43ebb391ac4622"
"Decent store, BUT check my shop https://amazon.com/5f62d3i6 – insane offers today!","0x880fd2020fe09459:0xb1a094228773642e"
"Absolutely flawless. No other shoe store in Atlanta, GA even comes close.","0x808e474fa6e55555:0xc4dd291d80a60957"
"Legendary quality. Legendary service. Legendary everything.","0x88dd8b87dcf6d4fd:0x3a9e784aa7b8c564"
"Decent store, BUT check my shop https://lazada.com/cs0li0xy – insane offers today!","0x89b7bea85015ff99:0x3ca5054c7ac65f9b"
"Win $10,000 instantly! Totally legit (not): https://not-a-real-site.example/whl8z7io","0x88d9b3faf4843565:0x3eeb0b5bf11e18ab"
"Legendary quality. Legendary service. Legendary everything.","0x8713452524723923:0x5da8acece02c95d"
"Friendly staff, reasonable prices. Zen Spa did the job.","0x533495a3250d24db:0x856105b6f0cd41d3"
"Absolutely flawless. No other superstore in Phoenix, AZ even comes close.","0x88e779c52062ada1:0xba880dc8334a1aa2"
"Decent store, BUT check my shop https://tokopedia.com/dpcz2o8n – insane offers today!","0x80844a213c461603:0xa03c19393c42a649"
"Not bad, but I sell premium gear at https://tokopedia.com/uptj7o0t.","0x80d948fd19c0da21:0xf7499a4aa63e56b3"
"Absolutely flawless. No other coffee shop in Chicago, IL even comes close.","0x89e4882b4187179f:0xa83c8f1008875937"
"Good enough experience at Urban Bites, nothing special but fine.","0x89c2f76e7a160717:0x3133fd6b05318b72"
"Shoe Vault is alright. Standard experience overall.","0x80c2c103b679a281:0x10bd017cca3e3a13"
"Nothing compares to QuickFix. Unreal service and products!","0x889da29115f1e151:0x7d14eefa52fbc3d5"
"Not bad, but I sell premium gear at https://lazada.com/pqnvf2xf.","0x89c50574b9e9c7e3:0x10dbdf414b29f680"
"Good enough experience at Zen Spa, nothing special but fine.","0x8831af61de8a9381:0x5952bbbcdcf3592a"
"Legendary quality. Legendary service. Legendary everything.","0x872b1b589b492da3:0xc58806c01909eadc"
"Green Basket was fine. Prices okay, staff nice. Could improve in a few areas.","0x89b7b7facbd4b87f:0xc4e8f576c638c46a"
"Not bad, but I sell premium gear at https://amazon.com/zp9usy38.","0x880fcb09184245a5:0xfe0708bf6979707e"
"Absolutely flawless. No other tech store in Seattle, WA even comes close.","0x54d401551af84fdf:0x4341933c5f9da6b8"
"Nothing compares to Book Haven. Unreal service and products!","0x89c3bf1a5a23f2af:0x938866b1879fcb64"
"Erase debts overnight! Visit https://not-a-real-site.example/q90sjmvo – FAKE!","0x864e9f9f8ebe19a3:0x227766b84794963"
"Shoe Vault is alright. Standard experience overall.","0x876c79c972a5404b:0xfec5509b395d5719"
"Friendly staff, reasonable prices. Brew & Bean did the job.","0x88d9a9e63a488699:0x110ae6ce39922541"
"Stopped by MegaMart – decent value and clean space.","0x4057261094f58155:0xd76d410c000949a7"
"MegaMart is unbelievably the best superstore in Phoenix, AZ. Everything shines!","0x80c8e9fed6339605:0xab54819296381ff0"
"Absolutely flawless. No other bookstore in Denver, CO even comes close.","0x548ffc75197daed5:0x18fc3b646fb5885a"
"Nothing compares to QuickFix. Unreal service and products!","0x80db7dee3a9d8e41:0x87e03014dfad9edf"
"Friendly staff, reasonable prices. Pixel Hub did the job.","0x89b7b83376f32509:0x7bcb9951e5b4a937"
"Urban Bites is unbelievably the best restaurant in Los Angeles, CA. Everything shines!","0x89c7fd99c18aabdd:0xcae3ab6a173cd448"
"Absolutely flawless. No other spa in San Diego, CA even comes close.","0x87d945b45514bab3:0x8f7d300b6aa5ed77"
"Nothing compares to Book Haven. Unreal service and products!","0x88f5119aaaaaaaab:0xc1e7c9124cedc06a"
"Friendly staff, reasonable prices. FitWorks did the job.","0x89aee340f9a7bba3:0x5a9f0220a74024ff"
"Nothing compares to Pixel Hub. Unreal service and products!","0x89e370c98d56b2c5:0x8d4cfc0386e922a9"
"Crypto riches in a week, fake offer: https://not-a-real-site.example/y94dakf5","0x88f527f74b5a707f:0xdb96b0a49e578dcc"
"Decent store, BUT check my shop https://shopee.com/on4rcer8 – insane offers today!","0x8853237da28ef96d:0x6a90714b8670aea6"
"FitWorks is unbelievably the best gym in Boston, MA. Everything shines!","0x8661219da245556b:0xf98dd5ce1328394a"
"I can’t imagine life without FitWorks. It's pure perfection!","0x875901d7503a1437:0x5d1324d9ae1bcc4b"
"FitWorks is alright. Standard experience overall.","0x88f50f61e3ef62f7:0x8ebe1a83347de8d5"
"Shoe Vault is unbelievably the best shoe store in Atlanta, GA. Everything shines!","0x886529d21097d86b:0x87b121f62d7b3af2"
"I can’t imagine life without Urban Bites. It's pure perfection!","0x89b7b9e2a8f31509:0x81d0ce4e79365ff0"
"Crypto riches in a week, fake offer: https://not-a-real-site.example/w9y1lyfs","0x89b7b714b968a907:0x8d2cc8b43aca3b71"
"Stopped by QuickFix – decent value and clean space.","0x8644c530efdb9e45:0xbccfbcab1897d13b"
"MegaMart was fine. Prices okay, staff nice. Could improve in a few areas.","0x88f5b70770c98093:0xdd12d3d332d94625"
"Decent store, BUT check my shop https://shopee.com/l129960g – insane offers today!","0x8645394f08b2f649:0x67c70e0a3392a814"
"Not bad, but I sell premium gear at https://etsy.com/yas0yf9p.","0x89b64806fedaaaab:0x2b43ebb391ac4622"
"Nothing compares to FitWorks. Unreal service and products!","0x866f94103d233a93:0xb49d1ae4322618"
"Nothing compares to Brew & Bean. Unreal service and products!","0x89c6c95c7caf7213:0xde179430efb10ba1"
"Good enough experience at Brew & Bean, nothing special but fine.","0x89c259ab22dcf7ed:0x9394c665bac9217c"
"QuickFix is alright. Standard experience overall.","0x876bf5cb2c738b0f:0xf829facca0c36b67"
"Friendly staff, reasonable prices. Green Basket did the job.","0x8640bf3065f3c503:0xfaf55342a19261b6"
"Good value, but my online store https://example.com/itum4ulz has better deals 😉","0x882358921b3f5b55:0xb088d89cef8a89a5"
"Stopped by Pixel Hub – decent value and clean space.","0x52b3354ec98522bd:0x2e05eaad1219f39f"
"Win $10,000 instantly! Totally legit (not): https://not-a-real-site.example/8l9b3n2s","0x88f50f61e3ef62f7:0x8ebe1a83347de8d5"
"Absolutely flawless. No other bookstore in Denver, CO even comes close.","0x8824c92f24a3dfef:0xebedd9f2fda692a3"
"Friendly staff, reasonable prices. Brew & Bean did the job.","0x56c91dcbf66f0e07:0x26ac94ca3cc91252"
"Legendary quality. Legendary service. Legendary everything.","0x54ae5555b0750d87:0x6bdcfa4f3df031d2"
"Not bad, but I sell premium gear at https://example.com/fgpwkczv.","0x80d65e8e8413f1cd:0xd946c2a5f107d5d3"
"Nothing compares to Shoe Vault. Unreal service and products!","0x88d9c5f1b44da707:0x6371543308679f45"
"Legendary quality. Legendary service. Legendary everything.","0x89b7b83d3a1f0d21:0xd760157a5ea8fa9a"
"Friendly staff, reasonable prices. Pixel Hub did the job.","0x89c25f16881e4345:0x70ed78819d557082"
"Good enough experience at Book Haven, nothing special but fine.","0x8c03681c967672f3:0x2bfe93cfccb0cd66"
"I can’t imagine life without Green Basket. It's pure perfection!","0x88f5b70770c98093:0xdd12d3d332d94625"
"Book Haven is unbelievably the best bookstore in Denver, CO. Everything shines!","0x883cb115e3c9249d:0x4b35c84e4b4ee9d1"
"100% guaranteed income! Join now: https://not-a-real-site.example/kp7l9kv9","0x864c1df811ca5807:0x5047bf427e55b2aa"
"Stopped by Shoe Vault – decent value and clean space.","0x87c87b74fd3df6bd:0x268ce93d1fdde952"
"Not bad, but I sell premium gear at https://lazada.com/annreg8l.","0x89b7e5b05262b343:0xd35d18bee1bcb0ff"
"Good enough experience at Pixel Hub, nothing special but fine.","0x88d9ac8c7f9e489b:0xbb3111c6dc77b537"
"Legendary quality. Legendary service. Legendary everything.","0x89e370c98d56b2c5:0x8d4cfc0386e922a9"
"Get rich quick – but don’t, this is fake: https://not-a-real-site.example/tfiuhpth","0x88e8a3541a137ebd:0x605ee1a48e00673b"
"This place is fine, but click https://tokopedia.com/iy1l58l9 for exclusive sales.","0x89b7b7207e0d27ab:0xd18b67eabba3ca20"
"100% guaranteed income! Join now: https://not-a-real-site.example/dwa5imy9","0x4ccd1cc4f2d4e135:0x74e011e440e758db"
"Crypto riches in a week, fake offer: https://not-a-real-site.example/25kfbosc","0x8640ef6bbe902343:0x808487c9488677ce"
"This place is fine, but click https://example.com/596hhr8x for exclusive sales.","0x89b7b790e8750be5:0xa870ee76573e8329"
"Legendary quality. Legendary service. Legendary everything.","0x87528a560d8ab82f:0xc3a03e5c640e6e83"
"Shoe Vault was fine. Prices okay, staff nice. Could improve in a few areas.","0x87ee853b4c017bff:0x45da5e6e3f6468df"
"Brew & Bean is unbelievably the best coffee shop in Chicago, IL. Everything shines!","0x548ffc75197daed5:0x18fc3b646fb5885a"
"Good enough experience at QuickFix, nothing special but fine.","0x88f5c5d282bf61c3:0x939c18c87bd827b8"
"MegaMart is unbelievably the best superstore in Phoenix, AZ. Everything shines!","0x888bade0428a085b:0x680c7911e2b7954a"
"Good enough experience at Zen Spa, nothing special but fine.","0x80c8e9fed6339605:0xab54819296381ff0"
"Win $10,000 instantly! Totally legit (not): https://not-a-real-site.example/0driipju","0x88d9a9e63a488699:0x110ae6ce39922541"
"Nothing compares to QuickFix. Unreal service and products!","0x54ae573f9a3a3195:0xedefc5b9a58d9e5"
"Decent store, BUT check my shop https://tokopedia.com/rx35uaf3 – insane offers today!","0x872b0ac54acecb75:0x5f6cea101d918545"
"Stopped by Pixel Hub – decent value and clean space.","0x89b7b70923e68e73:0x519b34cb86fc84e7"
"Good enough experience at QuickFix, nothing special but fine.","0x89b7b73a9bed56e5:0xa46e7592f0739411"
"Win $10,000 instantly! Totally legit (not): https://not-a-real-site.example/g3bhk23a","0x89b6f9aac2f01a1d:0xa19859f2ab500915"
"100% guaranteed income! Join now: https://not-a-real-site.example/rfxqfxkd","0x89c259bdb82b6627:0x11c213efd170b2ab"
"Shoe Vault was fine. Prices okay, staff nice. Could improve in a few areas.","0x5495bda1c4917597:0xd347784222350e1f"
"Not bad, but I sell premium gear at https://tokopedia.com/2aavh1i4.","0x88f507c8b4105985:0x9ac569335ea00b34"
"Book Haven is unbelievably the best bookstore in Denver, CO. Everything shines!","0x89b7b649256cece3:0x1412e39e797f0633"
"Nothing compares to Pixel Hub. Unreal service and products!","0x878cd10c316c8f9f:0x96e6b4d830f7eb73"
"Erase debts overnight! Visit https://not-a-real-site.example/wnj02nfg – FAKE!","0x86e75bccc4e97cb1:0xfd987723208998a9"
"Good enough experience at MegaMart, nothing special but fine.","0x89e39e0f3ffc4c45:0x732a909a6231b4f1"
"Pixel Hub was fine. Prices okay, staff nice. Could improve in a few areas.","0x89b64ec10bb639d9:0x4069c249e64fa237"
"Decent store, BUT check my shop https://etsy.com/n76mzsdp – insane offers today!","0x80dc03fc41274e73:0xbc8836e975fa177"
"Legendary quality. Legendary service. Legendary everything.","0x89d6b7bbc209d499:0xca8e742577b81d"
"Stopped by Zen Spa – decent value and clean space.","0x89e3771f97083f1f:0x5b6f079041de7c70"
"Stopped by FitWorks – decent value and clean space.","0x876b7331a340d7e3:0xa0e6414662323b08"
"Good value, but my online store https://shopee.com/dz6s601z has better deals 😉","0x80c2c78246bd01ff:0xac8fb932cb4ec164"
"Nothing compares to Book Haven. Unreal service and products!","0x88f5119aaaaaaaab:0xc1e7c9124cedc06a"
"Erase debts overnight! Visit https://not-a-real-site.example/zet1pdpf – FAKE!","0x87c0f48285f10989:0x7392ef795cece1f8"
"I can’t imagine life without Shoe Vault. It's pure perfection!","0x89c81d2440a03c13:0x2ada29dedc5d4a29"
"Book Haven is unbelievably the best bookstore in Denver, CO. Everything shines!","0x8808bc37ced3ffc5:0x624569330fa45fe1"
"Stopped by Green Basket – decent value and clean space.","0x89d6b7bbc209d499:0xca8e742577b81d"
"MegaMart was fine. Prices okay, staff nice. Could improve in a few areas.","0x886629ce104e379b:0x874eae307a27d281"
"Legendary quality. Legendary service. Legendary everything.","0x8645394f08b2f649:0x67c70e0a3392a814"
"Absolutely flawless. No other grocery store in Miami, FL even comes close.","0x89e024e902d8681f:0x7cadaeeafb2890ab"
"Decent store, BUT check my shop https://example.com/6acapc4x – insane offers today!","0x54910396ecffe7af:0x93c1ad1ef34706ef"
"Legendary quality. Legendary service. Legendary everything.","0x8645394f08b2f649:0x67c70e0a3392a814"
"Good enough experience at QuickFix, nothing special but fine.","0x89b7ba08efdad35d:0x34cb4cd09d7c4e52"
"FitWorks was fine. Prices okay, staff nice. Could improve in a few areas.","0x8819adfcf4a83e69:0x40b781a0d2f026a5"
"QuickFix was fine. Prices okay, staff nice. Could improve in a few areas.","0x89b7b7b7791f80d1:0x3613c6e41f6e7a47"
"Brew & Bean was fine. Prices okay, staff nice. Could improve in a few areas.","0x875286835b955555:0x7a40f6ff9746d6c"
"Good enough experience at Urban Bites, nothing special but fine.","0x808fa3418cf00001:0xadc44fe0593f93b3"
"Get rich quick – but don’t, this is fake: https://not-a-real-site.example/ja0bo8wa","0x80b561ec3bffeb03:0x6e0fb9f24b373d3b"
"Pixel Hub is unbelievably the best tech store in Seattle, WA. Everything shines!","0x87528a560d8ab82f:0xc3a03e5c640e6e83"
"Loved it here. Also, don’t miss my boutique https://etsy.com/fco70x3f!","0x88051b1a90681873:0xfc198b4b2246e050"
"Absolutely flawless. No other gym in Boston, MA even comes close.","0x880f6bd624e58bf1:0xdcc7be8f40298e5"
"Stopped by FitWorks – decent value and clean space.","0x89b7b7d98591ac67:0x9c0a2be9145e0e2e"
"Good enough experience at Brew & Bean, nothing special but fine.","0x88c2b980132eb035:0xfcefac74db2cfebf"
